 x, y, z, yaw
123.8383, -132.3438, 0.3347, 3.0692
123.0484, -132.2925, 0.3295, 2.9893
122.0791, -132.1664, 0.3230, 2.9244
120.9087, -131.9459, 0.3153, 2.8945
120.1051, -131.7629, 0.3100, 2.8884
119.1769, -131.5337, 0.3039, 2.8862
118.4411, -131.3454, 0.2990, 2.8857
117.7180, -131.1577, 0.2943, 2.8856
116.9455, -130.9722, 0.2892, 2.8990
116.3425, -130.8632, 0.2853, 2.9340
115.4520, -130.7759, 0.2794, 3.0139
114.7325, -130.7484, 0.2746, 3.0698
114.1627, -130.7325, 0.2709, 3.0932
113.5501, -130.7106, 0.2668, 3.1006
112.9020, -130.6853, 0.2625, 3.1018
112.3373, -130.6631, 0.2588, 3.1020
111.7648, -130.6405, 0.2549, 3.1020
111.0213, -130.6111, 0.2499, 3.1020
110.5075, -130.5908, 0.2464, 3.1020
109.9400, -130.5683, 0.2426, 3.1020
109.3297, -130.5442, 0.2385, 3.1020
108.7874, -130.5227, 0.2349, 3.1020
108.0879, -130.4950, 0.2303, 3.1020
107.5300, -130.4730, 0.2266, 3.1020
106.7202, -130.4409, 0.2212, 3.1020
106.0767, -130.4155, 0.2170, 3.1020
105.4222, -130.3896, 0.2127, 3.1020
104.6415, -130.3587, 0.2075, 3.1020
103.9136, -130.3299, 0.2027, 3.1020
103.1136, -130.2982, 0.1974, 3.1020
102.2919, -130.2657, 0.1920, 3.1020
101.3672, -130.2291, 0.1859, 3.1020
100.5051, -130.1950, 0.1802, 3.1020
99.5745, -130.1582, 0.1741, 3.1020
98.7834, -130.1269, 0.1689, 3.1020
98.0072, -130.0962, 0.1638, 3.1020
97.0966, -130.0601, 0.1578, 3.1020
96.2561, -130.0269, 0.1523, 3.1020
95.2362, -129.9865, 0.1455, 3.1020
94.1994, -129.9455, 0.1387, 3.1020
93.2681, -129.9087, 0.1326, 3.1020
92.2163, -129.8822, 0.1257, 3.1153
91.3634, -129.8965, 0.1201, -3.1314
90.4162, -129.9602, 0.1138, -3.0709
89.2628, -130.0869, 0.1063, -3.0053
88.0344, -130.2553, 0.0986, -2.9705
87.1227, -130.3970, 0.0930, -2.9606
85.9941, -130.5885, 0.0862, -2.9555
84.7954, -130.8041, 0.0793, -2.9535
83.7460, -130.9985, 0.0734, -2.9528
82.7441, -131.1870, 0.0676, -2.9525
81.7249, -131.3696, 0.0620, -2.9618
80.5485, -131.5364, 0.0561, -3.0049
79.4070, -131.6410, 0.0505, -3.0702
78.2278, -131.7037, 0.0453, -3.1290
77.2432, -131.7335, 0.0414, 3.1256
76.1871, -131.7448, 0.0372, 3.1099
75.0007, -131.7348, 0.0325, 3.1013
73.4711, -131.6970, 0.0270, 3.0966
72.1517, -131.6506, 0.0227, 3.0950
71.0059, -131.6042, 0.0194, 3.0944
69.7814, -131.5510, 0.0165, 3.0940
68.2617, -131.5021, 0.0130, 3.1116
66.9729, -131.5044, 0.0101, -3.1278
65.6069, -131.5426, 0.0077, -3.0821
64.3536, -131.5984, 0.0057, -3.0584
63.0238, -131.6799, 0.0044, -3.0458
61.7655, -131.7756, 0.0035, -3.0398
60.7957, -131.8587, 0.0029, -3.0372
59.4520, -131.9702, 0.0021, -3.0473
58.0783, -132.0457, 0.0015, -3.0920
56.8121, -132.0611, 0.0011, 3.1237
55.2553, -132.0064, 0.0010, 3.0352
53.8033, -131.8925, 0.0012, 2.9732
52.4124, -131.7334, 0.0013, 2.9390
51.0968, -131.5378, 0.0014, 2.9203
50.0148, -131.3487, 0.0015, 2.9110
48.8428, -131.1205, 0.0015, 2.9048
47.4176, -130.8324, 0.0015, 2.9130
45.9494, -130.5672, 0.0016, 2.9600
44.4552, -130.3488, 0.0016, 3.0297
43.0758, -130.1863, 0.0017, 3.0834
41.7464, -130.0612, 0.0018, 3.1162
40.4427, -129.9702, 0.0018, 3.1354
39.1763, -129.9102, 0.0019, -3.1366
38.1213, -129.8785, 0.0020, -3.1308
36.9159, -129.8586, 0.0021, -3.1267
35.2769, -129.8530, 0.0021, -3.1235
34.1077, -129.8596, 0.0022, -3.1223
32.8475, -129.8735, 0.0022, -3.1215
31.7372, -129.8898, 0.0022, -3.1211
30.6729, -129.9079, 0.0023, -3.1208
29.7815, -129.9243, 0.0023, -3.1207
28.3810, -129.9516, 0.0023, -3.1205
27.2449, -129.9747, 0.0023, -3.1205
26.3952, -129.9922, 0.0024, -3.1204
25.4672, -130.0116, 0.0025, -3.1204
24.6095, -130.0295, 0.0025, -3.1204
23.8341, -130.0459, 0.0026, -3.1203
23.0819, -130.0618, 0.0027, -3.1203
22.3613, -130.0771, 0.0027, -3.1203
21.6215, -130.0928, 0.0027, -3.1203
21.0766, -130.1044, 0.0027, -3.1203
20.5216, -130.1162, 0.0027, -3.1203
19.9642, -130.1281, 0.0028, -3.1203
19.0738, -130.1471, 0.0028, -3.1203
18.3975, -130.1615, 0.0025, -3.1203
17.7983, -130.1742, 0.0024, -3.1203
